Timestamp,Lat,Long,LocAccuracy,Altitude
548690933.229435,33.039473,-116.873365,5.000000,437.851086
548690934.229038,33.039403,-116.873488,5.000000,437.542980
548690935.229062,33.039356,-116.873570,5.000000,437.899853
548690936.229144,33.039309,-116.873661,5.000000,438.501110
548690937.229049,33.039262,-116.873749,5.000000,438.623302
548690938.228904,33.039218,-116.873832,5.000000,439.065197
548690939.228876,33.039178,-116.873904,5.000000,439.129406
548690940.228595,33.039146,-116.873966,5.000000,439.706738
548690941.228491,33.039130,-116.874014,5.000000,439.316296
548690942.228957,33.039119,-116.874042,5.000000,439.373241
548690943.228938,33.039117,-116.874056,5.000000,437.981945
548690944.228871,33.039175,-116.874099,5.000000,438.606335
548690945.228966,33.039204,-116.874117,5.000000,438.647717
548690946.228656,33.039237,-116.874119,5.000000,437.526012
548690947.228899,33.039266,-116.874107,5.000000,437.334057
548690948.228868,33.039287,-116.874082,5.000000,436.866100
548690949.228924,33.039301,-116.874052,5.000000,437.596935
548690950.228845,33.039311,-116.874023,5.000000,437.675793
548690951.228754,33.039324,-116.873994,5.000000,436.674206
548690952.228828,33.039335,-116.873968,5.000000,436.571789
548690953.228516,33.039348,-116.873940,5.000000,436.273632
548690954.228752,33.039358,-116.873915,5.000000,436.093456
548690955.228647,33.039369,-116.873889,5.000000,436.138378
548690956.228718,33.039380,-116.873863,5.000000,436.361584
548690957.228828,33.039395,-116.873840,5.000000,436.086803
548690958.228643,33.039416,-116.873827,5.000000,435.816479
548690959.228672,33.039437,-116.873825,5.000000,435.854992
548690960.228608,33.039457,-116.873833,5.000000,436.260387
548690961.228615,33.039474,-116.873846,5.000000,436.339733
548690962.228771,33.039484,-116.873856,5.000000,436.337597
548690963.228550,33.039486,-116.873859,5.000000,437.158154
548690964.228584,33.039486,-116.873859,5.000000,437.036816
548690965.228552,33.039486,-116.873859,5.000000,436.608044
548690966.228549,33.039486,-116.873859,5.000000,436.315685
548690967.228613,33.039486,-116.873859,5.000000,436.283337
548690968.227959,33.039486,-116.873859,5.000000,436.172985
548690969.228487,33.039486,-116.873859,5.000000,436.325634
548690970.228477,33.039486,-116.873859,5.000000,436.100597
548690971.228540,33.039486,-116.873859,5.000000,435.899670
548690972.228633,33.039486,-116.873859,5.000000,435.680065
548690973.228455,33.039486,-116.873859,5.000000,435.530956
548690974.228410,33.039489,-116.873856,5.000000,435.084545
548690975.228377,33.039489,-116.873856,5.000000,434.418591
548690976.228368,33.039475,-116.873849,5.000000,433.331554
548690977.228302,33.039447,-116.873838,5.000000,435.172985
548690978.228319,33.039420,-116.873830,5.000000,434.981213
548690979.228288,33.039504,-116.873845,5.000000,435.876720
548690980.228286,33.039504,-116.873845,5.000000,435.722729
548690981.228257,33.039504,-116.873845,5.000000,435.827465
548690982.228257,33.039504,-116.873845,5.000000,434.980114
548690983.228253,33.039500,-116.873847,5.000000,434.919811
548690984.228262,33.039497,-116.873846,5.000000,435.034069
548690985.228106,33.039495,-116.873845,5.000000,435.767101
548690986.228285,33.039494,-116.873842,5.000000,435.672375
548690987.228140,33.039492,-116.873845,5.000000,435.790112
548690988.228130,33.039490,-116.873852,5.000000,435.277233
548690989.228107,33.039498,-116.873867,5.000000,435.282726
548690990.228135,33.039516,-116.873892,5.000000,435.499645
548690991.227188,33.039528,-116.873908,5.000000,435.736706
548690992.228058,33.039528,-116.873908,5.000000,436.184948
548690993.228048,33.039527,-116.873916,5.000000,436.564648
548690994.228024,33.039526,-116.873920,5.000000,436.360729
548690995.227993,33.039526,-116.873924,5.000000,436.206188
548690996.228084,33.039531,-116.873932,5.000000,435.429821
548690997.228010,33.039543,-116.873941,5.000000,435.701794
548690998.227973,33.039560,-116.873947,5.000000,435.907970
